Star Rating,Headline,Review Text
'4'.'0',"I like it but it tends to feel heavy on my eyelids, which is purposeful. Meh.","I was actually surprised by how light this mask is and thought it was funny that there are some reviewers who found it to heavy. I had a very heavy mask prior and wouldnt mind if this one had more weight. Regardless, this mask is very comfortable. I love the loop hole design in the back. It is not lumpy and doesnt catch your hair the way Velcro straps do. I love the length. It feels like my head and eyes are being given a fuzzy hug. Came nicely packaged as well."
'4'.'0',Not heavy enough and too small to go around my head,Not heavy enough for me and why is there no button to close it?I pulled the fabric through the hole but then it was too small to go down over my ears where I need it.
'4'.'0',Comfortable but just another sleep mask,"Its a decent product, seems to be made well. Comfortable, soft. I just dont get it. I love my weighted blanket, I feel secure and sleep better. But the nodpod pillow weighted blanket for your eyes thing has no effect on me.Its like a normal sleep mask, as mentioned before its comfortable but isnt completely dark as you shift around if that matters to you. 4 stare for being a decent product but no difference in sleep quality."
'4'.'0',Remove some of the beads and youll be golden!,"There are 4 sections of micro beads in this nodpod. The middle two are over your eyes and the outer two cover your ears if you wrap it and secure it around your head, which is want I wanted to do.  The pressure from the two middle sections on the eyes were great, but as a side sleeper, the beads in those outer sections were surprisingly hard against my ears making it completely uncomfortable and impossible to sleep with.  So, I used a seam ripper and took out the beads in the two outer sections.  Now, I can wrap it around my head and my ears are covered but without the hard beads. It doesnt block out sound, but that wasnt an issue for me.  I suppose you could refill it with polyfil or something to provide softness with a sound barrier.  Hope this helps!"
'4'.'0',"Best on the market, wish it was heavier","I really wish I could find this construction but closer to a full pound of weight. Its the only one Ive tried (I returned two back to Amazon before getting this one) that rests nicely on my face, stays in place, doesnt get stuck with my curly hair & hook n loops, doesnt press into my nose causing me to feel suffocated.The material is super soft and the pockets arent so packed tight like some other brands so it drapes easy and doesnt cause weird pressure points."
'4'.'0',"I love nod pod, I have like 5 of them and can't sleep without it. The only thing is I ordered this purple one and it wasn't sewn correctly and the little beads in it goes all in one pocket so it isn't evenly spread out anymore. Unfortunately it makes it unusable because it's lumpy. All my others ones work though so I think it was just an issues with the sewing on this one.",Perfect for what I needed
'4'.'0',"The mask is a little lighter than I expected, I have to manipulate the beads to keep the weight on my eye sockets, otherwise the length of the mask shifts the weight across the head .My doctor wanted me to sleep with weighted eye mask to keep my eyelids closed as Im experiencing dry eye.  Its comfortable, and stays in place if i stay on my back. If I roll on my side it initially stays in place, but if I awake on my side it has slipped off.  I like the fact that I dont need a band around my head but It can be comfortably attached if you want. It cant be heated or chilled, so I must use another mask for warm/cold compresses.",Could be a bit heavier
'4'.'0',"I often sleep with my arm over my eyes, so I figured I would try this instead. Pros: I liked the material used (it is cool on the side that you place against your eyes, which turned out to be a very nice feature). Cons: It actually isnt heavy enough for me. I wish they had put more microbeads in it. I can get a slightly better effect by moving all the beads to sit directly above my eyes, but it could still be heavier. You also have to sleep on your back and it will fall off if you roll. There is no way to secure it to your head. Will look for some microbead long stuffed animal","I originally got this for my migraines, but have been using this at night when I sleep as well. I keep it looped and just slip it over my head then tighten it and it seems to work fine that way. The beads do tend to go one way if I lay that way, but I really just like this for how well it blocks any and all light out. I don't ever wake up in the middle of the night anymore. I get the best sleep with this mask on, especially when I have anxiety. I have only had one migraine since getting this and it seemed to work pretty well for it too! I definitely recommend it to everyone!!"
'4'.'0',,
'4'.'0',"I work nights and have to sleep during the day. I needed something to block out the daytime light. I wasnt sure how well I was going to like this but, after a week I love it.",The seams were not tight so beads fall into the end panel annoying poor quality
'4'.'0',Very soft and just the right weight to it. Good product.,What I do not like is the weight it puts on my eyes in ...
'4'.'0',"Helps block out light and noise by covering eyes and ears.What I do not like is the weight it puts on my eyes in one position.Flip it over and it does not put as much weight on the eyelids.Some people may like the weight, I do not.I use it daily with good success.",Very Good Sleeping Mask
'4'.'0',"I like this sleeping aid. It is comfortable, once you get it on properly. However, it does bunch up a bit in the back, so I didnt give it the highest rating. I do believe though that I am getting a better, deeper sleep using this.",I wouldn't call it weighted
'4'.'0',"The mask is fine, however it has like beads inside so it's not 'weighted?? feels like a bean bag. So I would call it a weighted eyemask. I wish it was heavier on my face.",I can read late at night now without hubby complaining
'4'.'0',I bought this for my husband who struggles some nights when Im reading later than he is.  He finds the NodPod quite relaxing but a little bit warm on the face.  I suggested he use the other side; maybe the sides are different for that reason.,Helpful for falling asleep
'4'.'0',"Helpful for falling asleep, works its way down over the course of the night","Best sleep my husband has had in ages.  The first night, he actually overslept.  My only complaint was that I order it in the grey color and was sent bright pink which was not the best"
'5'.'0',Dont use my eye mask anymore,"I always use an eye mask, shirt, or something else to cover my eyes at night. Ive tried those eye masks with beads or gel in them but they always seem to smell weird or be uncomfortable. I love my weighted blanket and love this item just as much. I didnt know I need it until I saw it and tried it and I cant imagine going without it now. Its just the right amount of weight, its easy to position and it works weight Im lying on my back or on my side. I was skeptical of the design (it doesnt wrap around your head) until I tried it. Its more comfortable tbh than the traditional mask straps that go around your head.If you like eye masks and/or weighted blankets this is awesome."
'5'.'0',perfect weight and coverage,Perfect for naps to block light .  The weight feels comforting on the eyes without pushing too hard.  Soft and pliable to get exactly as you want it.  I love this!
'5'.'0',"Have tried numerous night masks ,ending up with my hair on the back of my head breaking.This mask although a lot pricey was worth the purchase. I constantly change positions and it seems to stay on with out any elastic or Velcro closures allowing fir a good night's sleep.","I am a snob when it comes to sleeping with eye masks. I cannot fall asleep with any light and have been sleeping with a mask for years. Nothing comes close to this one, it is hands down the best, most comfortable total light blocker and I cannot live without it now that I've tried it. I've never slept so well!I've tried every type and every brand of eye masks and I hate the elastic bands and the fact there is always light leaking through somewhere. Eventually I settled on old cut up shirts over my eyes. Which is actually quite similar to this but the bean bags allow it to comfortably settle on my eye blocking ALL light!!!I thought it was a bit pricey but now that I've been using it, it's worth way more to me than what I paid for.I'm beyond happy to find this eye mask!"
'5'.'0',"This eye mask is worth every penny! The weight is just perfect to keep my eyes relaxed and shut. The cooling fabric on one side keeps me from getting the ""sticky eyes"" from moisture and sweating, and I love the length so you can tighten it around your head or let it lay loose and still be able to roll from side to side.  Last but not least, the introduction booklet that comes with the packaging is fun and witty. This has quickly become a beloved staple. I will be purchasing more of these for friends, family and self!",Literally an answer to years of bad sleep
'5'.'0',"Ive been working 3rd shift for about 4 years now.. Lately Ive been having issues sleeping and so I figured the room was too bright and started looking into eye masks. Now the issue I kept struggling with is I do move in my sleep and I dont want to feel ""trapped"" with an eye mask on my head if that makes sense. I like that this one lays on your face and is semi weighted with beads to stay in place and provide some benefits of weighted relief. Now it doesnt stay on your face all of your sleeping time obviously however there is a hole where you can play a corner in to affix it to your head. I like that it helps me sleep and if I wake up later its next to me ready to place on my face again. The jersey side is my favorite side the other side is a fuzzy soft material my husband likes (yup bought him one too because he stole mine while sleeping one night) you can even FREEZE this lovely thing for headache days oh my goodness. (CANNOT heat this item due to the beads) I love literally love this sleep mask it really has helped treat this horrible bout of unable to sleep and stay asleep issues Ive been having.",Don't question the design- it's unique but worth it!
'5'.'0',"I've slept with a satin eye mask for past year and always annoyed when I would wake up and it slide off my head and it's so tiny I could never find it in middle of night. The nodpod has really been amazing, at first I was skeptical like how it doesn't go around your head. But after reading instructions on when you're on your side how to place it vs back, I'm obsessed!! The gentle pressure really helps put me to sleep. And then in middle of night if I wake up and it's off me (I move a lot in my sleep) because of it's shape it's so easy to find vs a small regular eye mask. Also it's so cozy sometimes I wake up finding myself cuddling it like a stuffed animal haha. I love it and def gonna buy a second one for my husband !",Literally the best thing that ever happened to my sleep routine.
'5'.'0',Perfect weight,"Love this thing, few suggestions"
'5'.'0',"I love this nodpod, I use it every night! I do wish I had the option of one that is even lighter because sometimes when it is resting against my eyeballs it can be uncomfortable. The shape of the little pouches can be smoothed over your face so it's less uncomfortable, but sometimes the beads shift so they're like all in your eye sockets and weighing them down. So maybe if the little sections were even flatter? Obviously it takes a few tries to figure out how it is comfortable but I still love it","I honestly feel like since getting this, I fall asleep much faster. The gentle pressure on my eyes must signal to my brain that its night-night time. I tend to shift to my side throughout the night and sometimes it does fall off, but its not too big a deal for me. My bedroom gets extremely bright in the morning and it blocks out all of that light. I recommend! The duo sided textures are also a nice feature."
'5'.'0',"I didnt realize this was a weighted sleep mask when I got it. I thought it was some gel or memory foam maybe. Wasnt interested or in the market for a weighted mask at all. But since I had it, I figured why not give it a try. Well turns out I really like this thing. I think it does actually help me fall asleep believe it or not. It definitely blocks out all light once its on. And you could use it on trips or a plane if you wanted, because of the ability to tie it. Although I think its kind of heavy to be traveling with in my personal opinon. I find a cheaper silk mask is still best for that situation. But all in all I ended up loving this thing even though I honestly didnt realize what it was. And quite frankly I was kind of skeptical when I tried it. I really was just going to return it and buy one of the other well rated non weighted masks. Glad I decided to give it a try.I definitely suggest you give this a try. The material is soft and two sided if you prefer a cooler side. Its adjusts to your sleep style. And it has a few color options. Its a bit on the expensive side in comparison to other sleep masks but then again they arent weight and they cant be put in the freezer and double as a cooling pack. So Id actually say the value is pretty good value for a weighted mask. I will admit though that I dont think this will be for everyone. Some people will probably just never like the feeling of the weight on their face, but that doesnt mean you shouldnt give it a shot for a night and test to see. Its not like it costs hundreds of dollars to try.",Surprisingly comfortable
'5'.'0',"I've tried a few traditional eye masks in the past, but none fit the bill. The headband",Best sleep I ever got
'5'.'0',"LOVE. Only downside is when you forget to pack her. Don't forget she is machine washable, will break you out if you aren't washing enough",This is fantastic for sleeping.  I love the softer side
'5'.'0',ABSOLUTELY ESSENTIAL !!!!,"I thought this would be a scam or a social media fad, but was delightfully shocked at how wrong I was. To preface, I have struggled with insomnia and ptsd for many years and have since struggled to find a sleep remedy. I am prescribed sleep meds, drink tea before bed, etc etc and have not found anything COMPARABLE to the sleepnod sleep mask. This actually does make a significant difference within three minutes and has without a doubt been a 'cure all?? for me. So good that after trying this for only three nights that I purchased another for my roommate. I cannot stress enough how incredibly this works."
'5'.'0',Bussin. The most bussin sleep I have ever gotten.,"My husband loves this sleep mask. He said it has just the right amount of weighted pressure against his eyes, and likes that one side feels a bit cooler than the other. He likes to use the cooler side when he has a headache. He doesnt like to fasten his eye masks. He does not lose this one like the others. Its a little longer than some if the others, and we chose yellow to make it less difficult to lose in the covers. So far, this is a winner!"
'5'.'0',"This thing is a game changer. I thought the closure in the back would be an issue, but its not. Im also a side sleeper most of the time and dont have an issue with it staying on. I will say though, this thing puts me into a deep sleep. I try not to wear it on days when I need to get up early because it blocks out so much light and the weight is so relaxing I cant get up!",Soft Weighted sleep mask
'5'.'0',Best sleep mask out there! I've tried lots of different eye mask since I move a lot in my sleep and this is the other one I love. Yes it falls off sometimes but overall is very comfortable. Just enough weight for your eyes to fall into a deep sleep. This is my second one and will always be my go to eye mask,"I used to sleep with a pillow over my head yo cover ears and eyes (my oldest son has done the same since the day he was born).  Long enough to cover eyes and ears if you're laying on your back or on your side. These are great, but would be nice if they were a bit less expensive. $35 is a crazy amount for it.  But did I buy 3, yes I did."
'5'.'0',"Tbh I bought this as a gag gift for myself... No way this was going to work as a ""real"" sleep mask, I thought. I love sleep masks and I have quite the collection, from the cheap ones the airline companies give you to the ones with silk and all the gimmicks and designs for light blocking and comfort.I was more interested in the weighted aspect of this one as I once used a weighted blanket and I loved the feeling of calm/security it gives.Well, well, well... the joke is on me! I love this eye patch and will not be without it. It is true that is is easier to use if you are used to sleeping on you back, as it simply doesnt move. I fell asleep without even realizing it the first time I used it, ""just to try"". It blocks out the light even in a bright room.I am, however, a side sleeper and I sleep on both sides. The flat, end tail of the mask makes this very possible and much more confortable than expected. The other pods that are not in use lay on the side of your head and the weight really feels good and relaxing. The only issue, if I must point one out, is that you have to adjust the pods on your eyes if you change sides a lot but now I do this almost automatically without waking up too much. Apparently you can join the ends together somehow but I havent tried that yet.Anyways, I love this thing more than expected and will be getting one for my Dad who shares my ridiculous obsession for eyepatches!",I've had every mask: this is the BEST!
'5'.'0',"I literally have a drawer full of sleeping masks that I've been experimenting with over the last few years. This is by far the greatest sleeping mask I've ever used in my life. My husband sleeps with a black sock over his eyes and has always done that as long as I've known him. I begrudgingly let him use my mask last night, And he wakes up and tells me it was the best mask he's ever used. So now he's going to be buying one as well. I think what really sets this mask apart from all the others is the fact that you don't have to tie it around your head because the weight of the beads makes it stay  Pretty consistently on your face even though I move frequently throughout the night. Also, the beds sink lower into my eyesocket, keeping my eyelids shut with very gentle pressure and prevent any light from entering my husband and I were both concerned that it might be a little hot, but neither one of us noticed any temperature difference between this mask, and our usual apparatus. My only problem with this mask is that they don't have the black color available via prime and I would have to wait for a long time for it. So I have a color I'm not exactly stoked about but damn if this isn't the greatest invention ever!",Cant sleep without it
'5'.'0',"Ive used it every night since it arrived. Helps me fall asleep. Its easy to wash, I toss it in with a load of bedding with similar washing instructions. As a hot sleeper, I love the cool side. The other side is very soft and cozy.",Shocked by amazing results
'5'.'0',"Woah, I'm a late night sleeper and because of my bad habit I never get good sleep. This thing got me sleeping nice and deep. I naturally woke up 6 hours later wearing this to my surprise feeling so rested and ready to wake up. Hopefully it'll help me to change my habit to going to sleep earlier, since it knocks me to sleep pretty fast :)",Warning (SCARY) experience
'5'.'0',"I was so excited to sleep with this mask it's so pretty and it's very soft it also matches the aesthetic of my room. But the first night I got it I slept with it, when I woke up the next morning I had blurred vision like it was so bad I could barely see big objects let alone read anything on my phone. When I tell you how scary this was?? I cried!! After about 2 hours my vision started to go back to normal..and I just had a headache btw I have always had perfect vision like I can read a label from across the room good so I personally won't ever be using this again.it's obviously way to heavy set for eyes and unsafe. I'm considering returning it or taking the beads out but this for almost $40! I was so surprised.. you would think your getting the best quality. But I just thought I would share my terrifying experience so that whoever reads this can be warned and prepared. My vision is back to normal but that's not something worth risking again or playing with.",Must Buy For Troubled Sleepers/Side Sleepers
'5'.'0',"I have always had a hard time falling asleep at night, but this helps me within minutes drift off. I am a side sleeper, so I love that you can place it perfectly on your head/eyes without it bulging behind your head or feeling lumpy. Definitely worth every penny!!!!","I wasnt too sure about it at first, but after having slept several weeks with this eye pillow, its fantastic. Soft, a gentle weight, and it does a good job at blocking light. It does well for the initial fall asleep stage of side sleeping as well. Of course, Im an active sleeper so it does roll off my face, but that doesnt bother me."
'5'.'0',Excellent air circulation.,Simplicity form and function using gravity to creat black out conditions.  Highly recommend it. My head sweats easily and any mask would get too hot or tight or too worn out. Its like a mini blanket for your eyes that stays it place. Now I can sleep in any light conditions knowing I can black out any time. Highly recommend it.?????
'4'.'0',Only concern is that it feels like youre sleeping on a knot. Otherwise the weight distribution is good and I like the coolness of the mask on my eyes.,Satisfied with mask but had to take the seeds out of the left side as I am a side sleeper only.
'4'.'0',Comfortable And soft. Not the best fit,I like the material and the weight of it. The only bad thing is. That it doesn't stay on your head over night.
'4'.'0',"Wish it was heavier, but it is comfortzble.",Slips off as you sleep. Would a little velcro kill anyone?
'4'.'0',It takes some getting used to but it keeps the light out.,Love this mask ... feels good and works great!
'4'.'0',Very nice although hard to adjust,Very soft and comfortable but it loosens up because the fabric tab for holding it together doesnt stay tight.
'4'.'0',"Love this next to any traditional eye mask. I would prefer it to be heavier, but it's good. The one thing I dislike most is that the beads (obviously) shift around due to gravity.. not sure what I expected because I guess they'd all do that, but I just manipulate the beads into the right spot when I get comfy in my bed. Overall I love it & I'd recommend it to anyone",Semi heavy sleep mask.
'4'.'0',Helps me fall asleep neat lil invention,"I bought this initially looking for a weighted eye mask option and although its not very 'heavy??, it does the trick. Stays on all night for me when I hook the ends together. More frequently I rest it on my face and that option totally works too!"
'4'.'0',I liked the weight of this and the material  I get bad migraines.  This did not cure them but it helped to calmThem down.,"I really like this product.  Its comfortable, not too heavy and adjustable.The slit in one of the sides helps to keep it in place."
'4'.'0',"Overall, it's a great sleep mask. The only thing I don't like is that it's still slightly too big when I pull it as tight as it will go. The weight is great though! I keep mine in the freezer before use and it's nice and cool as well.","Our family have migraine headaches frequently. I purchased two of these to use specifically for those blinding headaches. We have used many items, including prescriptions, but this is an added comfort item.  It seems like a weird little product but it absolutely helps in easing discomfort"
'4'.'0',Not as heavy as expected,"I really like this. When Im super stressed is nice to just lay down with my eyes closed and having this nod pod on my eyes is very relaxing. I was surprised by its weight. It is not very heavy at all. At first I thought that would make me like it less, but it still makes me feel relaxed"
'4'.'0',"This helps me calm down and actually keep my eyes closed when I have trouble settling to sleep! I actually wish it had a little more weight to help with migraines, and you really have to lie on your back so side sleeping it's not as effective. I would still buy it again though, I'm definitely enjoying it.",Great for headaches and migraines
'4'.'0',Secure but comfortable fastening method,"I have purchased several eye pillows and was surprised to find how effective this one is!  I love how the circularly shaped part in the middle sits on each of my eyes.  The fastening mechanism manages to be relatively secure without compromising your ability to sleep on it (a very difficulty balance!).  I tend to pull it off at some point during my sleep, but it doesnt fall off on its own.  I should note that I am a heavy sleeper -- the fastening mechanism might not work as well for someone who is restless.I deducted one star because I HATE the color pink and would have preferred the option of other colors."
'4'.'0',"Great comfort, blocks light perfectly",Great product but a little overpriced. I use it every day now and even for daytime naps when I have to make up sleep from all night emergency work sessions when I'm on call.It's not as heavy as I expected but that is solved with the design It has for the wrap-around.What I love is HOW it is weighted.  You can use it easily slewing one your back OR in your side
'4'.'0',It does a good job at sealing out the light. First it feels fine but after a few minutes it's a little heavy (and uncomfortable) on my eyes. I think a little less stuffing this would be perfect.  I like how it doesn't have to go around my head and it just kind of drapes over your eyes.,"Add me to the of happy sleepers whod given up on sleep masks until finding the nodpod. Its comfortable and comfortING. I love the weight on my face, and the ""pods"" on the side dont prevent sleeping on my side. My only minor complaint is that the fastening process-pulling one end through a buttonhole on the other end--doesnt always ensure a secure fit through the night. Not enough of an issue to worry about and Id buy another in a heartbeat. Im looking forward to using it on my next long flight."
'4'.'0',"Im addicted to this product. It is my first sleep mask and I am so pleased with how easy it is to maneuver throughout the night.  I purchased it because I struggled to remain asleep when my husband got off work late at night and this has help tremendously. Also, my 5 yo tried it, loves it, and it puts him to sleep within minutes. My only complaint is that some of the stitching came undone within the first week.",Comfortable and stays in place
'4'.'0',"I ordered this because I thought it would help with migraines.  I usually use a weighted pillow or the warmth and weight of my husbands palm.  I used it the last few nights even though I didnt have a migraine.  It is a light weight band.  It stays securely around my head.  I bought the black one which also gives me a blackout effect.  That is an added bonus, because my bedroom gets a lot of sunlight.",The item is fantastic! The only issue I have (hence the 4 ...
'4'.'0',"The item is fantastic!  The only issue I have (hence the 4 stars) is that it needs something to hold it tightly about my head.  The ability to loop it through the back is ingenious, but it fails to stabilize the hold.  Perhaps if a little Velcro could catch the remainder of what comes through the hole would help...?  I dont sew, so I have to knot the thing the keep it from sliding which it ""still"" does but not as badly.","Great, but the beads fell out!"
'4'.'0',"I loved this for a few months but eventually the beads fell out and I was unable to use it anymore. Would recommend more durable stitching to keep it all together, but was a good weight and texture for sleeping otherwise!",I love this weighted eye mask.  My one complaint is that my eyes can't breathe and when I wake up they are dried out.  But it so comfortable and helps me sleep better the minor is worth it.  Mine stays on all night.  My husband's falls off in the middle of the night.  He loves his also.  We keep them in the freezer for a nice cool eye pack falling asleep.  Helps with my headaches.
'4'.'0',Disappointed as beads falling out,"I really like the Nod Pod but have had an issue with the beads falling out!  One day I woke up to find beads all over bed.  One of the pockets had come undone. I picked up the beads and sewed the pocket back together.  Lately, I find a few beads at a time in the bed.  No visible openings in pod but, somehow, they are getting out.  For that price, I expected better quality!"
'4'.'0',Love to use this when I need to relax for 15 minutes or do.,Pros and Cons of the Cozy NodPod
'4'.'0',"Hey! So I never leave reviews but I had to leave one for this product.Maybe you are a weirdo like me, but I consistently need some sort of weight on my forehead to sleep, and I often cannot sleep with lights in the room. For awhile, this was my forearm laid over my forehead, which made my arm fall asleep and didnt work all that well. But then I found this little nodpod! I have a lot to say so ill put it into pros and cons.Pros:",Detailed review of who this works for
'4'.'0',"I am a terrible sleeper, everything wakes me multiple times a night",The weight feels good and there are two sides with different textures which is nice. But it doesn't really help with sleeping. Three people in my house agree. Feels good but doesn't put you to sleep. Good for just relaxation.
'4'.'0',I love everything about this product I just wish it was a tiny bit heavier as it is replacing a heavy feather pillow that I had on my head or face before that . This is definitely an upgrade and I have gotten used to it I recommend get a bright color as I keep losing the black one,90% amazing for a night worker
'4'.'0',"I work nights, so Ive been trying different masks to block out the sun and this is the best one so far. The only issue I have is that it doesnt actually help with headaches... when I use it with a headache it feels too heavy on my eyes.","Works great, but could be better"
'4'.'0',For the price I was a little disappointed that it arrived smelling like someone's greasy hair and there were white hairs on it (my hair ain't white lol). I'm assuming it was used and returned. It really wasn't worth going through the return process for me?? so I just threw it in the washer and it came out perfectly fine! It does stay in place IF you are a still sleeper and the weight is perfect. They could definitely improve it with velcro or some sort of button to keep it in place. I had a migraine yesterday and the pressure helped a lot so I decided to write a review and say it is definitely worth the buy despite its few downsides.,Great for the dark but not great in bright light
'4'.'0',"This works so much better than I anticipated! I thought it would annoy me and flop around everywhere but I like this design so much more than my old elastic one. My one complaint is that it's not great in bright rooms. It completely blocks out your surroundings, but direct light can still go through the oat","Buy your partner one, too."
'4'.'0',"I love my Nodpod. I'm obsessed with it and cannot sleep without it. I'm a side sleeper and sleep with the pods on my eyes and one ear, which blocks out all light and muffles sounds. My husband likes to borrow it when he takes naps, which triggers me because I'm so weirdly attached to it. I finally ordered him one at 2am when he stole it from me, claiming a headache. The bead pressure does help with that.I didn't give it 5 stars because the velvet side is scratchy on my eyelids, and I never use it. The fabric is very durable, but I'd prefer if it were a little softer. I wish the 'cool?? side was made of slippery fabric, like a nice stretchy satin.",I really like this sleep mask! I used to have to sleep with my arm or a pillow over my eyes but this completely solves that issue. There's a small slit in one side so you can try to wrap it around your head but it doesn't lay greatly but can still be tight enough to block out daylight. Worth the buy in my opinion
'4'.'0',"I have only used this two nights so far, but Id say theres nothing magic about it. Its ok, but I dont know that it helps me sleep more deeply. I got it because my eyelids wont stay shut during the night (even with regular sleep masks) and are severely dry. It does seem to help them stay shut a little more than usual, but Im a side sleeper so it would probably work even better on a back sleeper. Its definitely not too heavy or too light, and it doesnt make me hot.","Wonderful, but for how long?"
'4'.'0',"This is helping me relax before sleep and throughout the day, and I love it. My only concern is that the beads are made from polyethylene, which I'm having trouble finding information about in terms of whether or not it's 100% safe. I tend to wake up a few hours into the night feeling very hot until I take the mask off, but that could be due to using a fleece fabric in the height of summer. In any case, I'm pretty sure this mask isn't biodegradable, which I only realized after opening the package, so I'm docking one star on account of that regret. Otherwise it's a wonderful product.",Great but can't be washed
'4'.'0',Love it. Only problem is you can't wash it in the washing machine.,I work night shift so needed a mask to help sleep better during the day. The two different sides are very nice for when it's winter versus the summer months. I do think the pressure on my eyes helps me fall asleep faster. However if you are a person who moves a lot in your sleep then be prepared for it to fall off your face every once in a while.
'4'.'0',Beneficial for shift workers,I occasionally work night shifts and have trouble sleeping during the day. This definitely helps me fall asleep quicker but Im not completely convinced that it helps me stay asleep as much.
'4'.'0',"This eye pillow is different from others I have had in that it has four ""pillows"" that fit comfortably over my eyes when sleeping on my side or my back. I would prefer more weight but have not been able to find that anywhere.",Nice but EXTREMELY overpriced
'4'.'0',"I like this, it could be a bit bigger and heavier but the design is nice. It seems crazy expensive for a small amount of fabric some poly pellets.",Good for mild head and eye pain
'4'.'0',"Got this for my boyfriend who gets migraines and has trouble sleeping. He likes the pressure and that he can lay on his side and its still comfortable. He has to tie it around his head to stay on, but its not tight light a typical sleep mask elastic.When my eyes were sore, I put it in the freezer for maybe 5minutes and wore it over my eyes. It  doesnt freeze but it got cold enough to provide some pain relief.It doesnt get rid of your migraine by any means but it does ease the pain long enough for you to fall asleep. Better than a wet towel that drips and gets warm too quickly. Better than an eye mask that has no pressure.Bonus, comes in a cute tube. Not a generic box. ?'?","This definitely helps me sleep faster but as a side sleeper, it falls off my face. I've tried to tie it in the back and that helps, but I always wake up with it off of my face. I like the weight on my eyes and love the dual side action it offers ' nice to have a cooling feel some nights and warmer on other nights. Overall I like it :)"
'3'.'0',"I see the vision behind this product, but it honestly didnt do any magical things for my sleep. It just doesnt live up to the hype for me, personally.I move and roll around too much in my sleep for it to stay in one place, despite trying to use the small hole in the back. It also doesnt have enough weight for me; the pressure is too gentle to give my eyes the relaxing feeling that a weighted blanket does for my body.I will say, its very soft and comfy. If youre not a schmoover in your sleep, it will probably work much better for you than it did for me. I dont think its a bad product ' just a bad fit for my sleep habits.",White color lets in a lot of light
'3'.'0',"I have one in green.  Love so much.  Have given a NodPod as a gift to five people, including a white one.  I recently lost my green so ordered white.  I am disappointed it doesnt block the light nearly as well as green or dark grey (my sons).",Unfortunately not what I was hoping for
'3'.'0',"??I've been searching for a quality eye mask that doesn't block my eyelids from opening, doesn't have buckles or clasps and has a therapeutic effect without slipping down/off my head before morning.Unfortunately the method of pulling the one end of the eye mask through the hole of the other end is not enough for securement. I'm having trouble finding masks that I don't wake up with the falling off, so maybe it's the size of my head being too small, but I feel Velcro, a button or something is needed.In terms of the weight, feel, material, those are all great.",Super soft however not great for side sleepers
'3'.'0',I really wanted it to work for me as it did for others but I am a side sleeper and I toss and turn a lot. If I am on my side with this on then some of it rests on my ear and I can hear the little grains inside moving so its quite loud. I have the same problem if I am moving from side to side.,"This is a lovely sleep mask, super soft, gorgeous color and obviously a well made product, BUT its WAY to light. When they say ""gentle pressure"" they mean barely any at all. Im sending it back. Id rather drape a hand towel across my face for essentially the same pressure, and save $34."
'3'.'0',Design Flaw,"I own several nodpods ' basically, one for each bed in my home and one for the sofa. To be clear, I generally like them. And I find them to be great for mid-day naps when I typically sleep on my back. They're soft and cool when first put on and the weight is just right for me. However, they heat up pretty fast (because of body heat), which can at times be less than comfortable. They also don't really fasten, so if you're not a back sleeper or you move too much during your sleep they will slide off. I'm only giving the product 3 stars because, despite my appreciation for the nodpod for napping purposes, the design is basically lacking. The slot that's supposed to allow you to pull the other end through (in an effort to fasten the eye mask) is WAY TOO SMALL/SHORT thereby rendering it useless. If they would've made the slot twice as long/wide I think it would've worked out but for some strange reason it's only about as wide as the diameter of a nickel. Given that the material used to make the nodpod is so plush, it's a struggle to pull it through a slot that's so small, and you're not going to get very far. So the mask will slide off if you move during sleep, and if you're a side or stomach sleeper, this eye mask will prove useless by the time sunrise rolls around. The design flaw can easily be fixed (just widen the slot for Pete's sake) but seeing as how they've gotten this far without doing so, I wouldn't be surprised if the manufacturer doesn't address the issue."
'3'.'0',"Nice design, faulty construction","I like the NodPod and have used it each night since receiving it on February 17. However, the stitching has come loose between two of the pods. This results in the contents shifting between the area of two pods??it is like having 2 normal pods and one really long one where the contents is distributed unevenly. Super annoying when you shift positions to sleep at night. The return window closed March 21 and I noticed the defect today, March 27. :("
'3'.'0',Not the same as previous purchase,"Update- after a few washes it is a bit softer but still not quite the same.I had one of these I bought at least two years ago, that I loved! I lost it while traveling and the replacement one I purchased does not feel like the same fabric. There is not a cool side, although each side has a different fabric both sides feel warm and the 'cool?? side makes me itch. My previous one on a cool night felt a little chilly at times and I would turn it to the warm side. After trying for a few nights with this itchy, warm eye mask I'm giving up and returning it."
'3'.'0',"Useful, but maybe not the best for side sleepers","I have trouble with my silk sleep masks falling off, so I thought Id try this. Its great while Im sleeping on my back. Its comfortable, and the bit of added weight is relaxing. But I felt like I had to keep waking up to adjust it every time I switched sides. Fastening it around your head wont work for side sleepers because its too thick. I ended up using it on top of my silk sleep mask. It holds it in place and for some reason doesnt move around as much when I switch sides."
'3'.'0',"Not heavy; however, nice and long","Product is long and good for Turing or moving as you fall asleep. It however is not weighted which is what is nice about eye pillows, the weight helps smooth and relax this part of the face. It is not scented which is fine but could be a nice addition. I like that it does not have to be strapped to my head"
'3'.'0',I really wanted to like this! Unfortunately I toss and turn too much for it to stay on. I was constantly adjusting it and taking it off in frustration.  I even used the cool side and it was still too warm for me. The concept is great and I can definitely see it being more helpful for less rowdy sleepers than me.,Overpriced for what you get
